data,variavel,valor,peso,subgrupo
12-1999,Bicicleta,-0.286,0.0989,Recreação e fumo
12-2000,Bicicleta,-0.303,0.0989,Recreação e fumo
12-2001,Bicicleta,-0.333,0.0989,Recreação e fumo
12-2002,Bicicleta,-0.333,0.0989,Recreação e fumo
12-2003,Bicicleta,-0.323,0.0989,Recreação e fumo
12-2004,Bicicleta,-0.32,0.0989,Recreação e fumo
12-2005,Bicicleta,-0.304,0.0989,Recreação e fumo
12-2006,Bicicleta,-0.292,0.0989,Recreação e fumo
12-2007,Bicicleta,-0.301,0.0989,Recreação e fumo
12-2008,Bicicleta,-0.316,0.0989,Recreação e fumo
12-2009,Bicicleta,-0.303,0.0989,Recreação e fumo
12-2010,Bicicleta,-0.331,0.0989,Recreação e fumo
12-2011,Bicicleta,-0.358,0.0989,Recreação e fumo
12-2012,Bicicleta,-0.34,0.0989,Recreação e fumo
12-2013,Bicicleta,-0.355,0.0989,Recreação e fumo
05-2014,Bicicleta,-0.354,0.0989,Recreação e fumo
12-1994,Mortadela,0,0.0986,Alimentação no domicílio
12-1995,Mortadela,0,0.0986,Alimentação no domicílio
12-1996,Mortadela,-0.156,0.0986,Alimentação no domicílio
12-1997,Mortadela,-0.186,0.0986,Alimentação no domicílio
12-1998,Mortadela,-0.233,0.0986,Alimentação no domicílio
12-1999,Mortadela,-0.208,0.0986,Alimentação no domicílio
12-2000,Mortadela,-0.189,0.0986,Alimentação no domicílio
12-2001,Mortadela,-0.215,0.0986,Alimentação no domicílio
12-2002,Mortadela,-0.21,0.0986,Alimentação no domicílio
12-2003,Mortadela,-0.062,0.0986,Alimentação no domicílio
12-2004,Mortadela,-0.148,0.0986,Alimentação no domicílio
12-2005,Mortadela,-0.141,0.0986,Alimentação no domicílio
12-2006,Mortadela,-0.209,0.0986,Alimentação no domicílio
12-2007,Mortadela,-0.233,0.0986,Alimentação no domicílio
12-2008,Mortadela,-0.255,0.0986,Alimentação no domicílio
12-2009,Mortadela,-0.306,0.0986,Alimentação no domicílio
12-2010,Mortadela,-0.303,0.0986,Alimentação no domicílio
12-2011,Mortadela,-0.295,0.0986,Alimentação no domicílio
12-2012,Mortadela,-0.241,0.0986,Alimentação no domicílio
12-2013,Mortadela,-0.24,0.0986,Alimentação no domicílio
05-2014,Mortadela,-0.252,0.0986,Alimentação no domicílio
12-1994,Transporte escolar,0,0.0973,Transporte
12-1995,Transporte escolar,0.214,0.0973,Transporte
12-1996,Transporte escolar,0.289,0.0973,Transporte
12-1997,Transporte escolar,0.287,0.0973,Transporte
12-1998,Transporte escolar,0.296,0.0973,Transporte
12-1999,Transporte escolar,0.234,0.0973,Transporte
12-2000,Transporte escolar,0.196,0.0973,Transporte
12-2001,Transporte escolar,0.12,0.0973,Transporte
12-2002,Transporte escolar,0.106,0.0973,Transporte
12-2003,Transporte escolar,0.09,0.0973,Transporte
12-2004,Transporte escolar,0.072,0.0973,Transporte
12-2005,Transporte escolar,0.117,0.0973,Transporte
12-2006,Transporte escolar,0.13,0.0973,Transporte
12-2007,Transporte escolar,0.098,0.0973,Transporte
12-2008,Transporte escolar,0.084,0.0973,Transporte
12-2009,Transporte escolar,0.127,0.0973,Transporte
12-2010,Transporte escolar,0.148,0.0973,Transporte
12-2011,Transporte escolar,0.113,0.0973,Transporte
12-2012,Transporte escolar,0.101,0.0973,Transporte
12-2013,Transporte escolar,0.139,0.0973,Transporte
05-2014,Transporte escolar,0.172,0.0973,Transporte
12-1994,Bermuda e short feminino,0,0.0965,Roupas
12-1995,Bermuda e short feminino,-0.137,0.0965,Roupas
12-1996,Bermuda e short feminino,-0.254,0.0965,Roupas
12-1997,Bermuda e short feminino,-0.314,0.0965,Roupas
12-1998,Bermuda e short feminino,-0.311,0.0965,Roupas
12-1999,Bermuda e short feminino,-0.372,0.0965,Roupas
12-2000,Bermuda e short feminino,-0.412,0.0965,Roupas
12-2001,Bermuda e short feminino,-0.415,0.0965,Roupas
12-2002,Bermuda e short feminino,-0.446,0.0965,Roupas
12-2003,Bermuda e short feminino,-0.453,0.0965,Roupas
12-2004,Bermuda e short feminino,-0.434,0.0965,Roupas
12-2005,Bermuda e short feminino,-0.427,0.0965,Roupas
12-2006,Bermuda e short feminino,-0.415,0.0965,Roupas
12-2007,Bermuda e short feminino,-0.446,0.0965,Roupas
12-2008,Bermuda e short feminino,-0.448,0.0965,Roupas
12-2009,Bermuda e short feminino,-0.445,0.0965,Roupas
12-2010,Bermuda e short feminino,-0.429,0.0965,Roupas
12-2011,Bermuda e short feminino,-0.41,0.0965,Roupas
12-2012,Bermuda e short feminino,-0.418,0.0965,Roupas
12-2013,Bermuda e short feminino,-0.385,0.0965,Roupas
05-2014,Bermuda e short feminino,-0.402,0.0965,Roupas
12-1994,Utensílios de metal,0,0.0937,Móveis e utensílios
12-1995,Utensílios de metal,-0.057,0.0937,Móveis e utensílios
12-1996,Utensílios de metal,-0.059,0.0937,Móveis e utensílios
12-1997,Utensílios de metal,-0.09,0.0937,Móveis e utensílios
12-1998,Utensílios de metal,-0.098,0.0937,Móveis e utensílios
12-1999,Utensílios de metal,-0.061,0.0937,Móveis e utensílios
12-2000,Utensílios de metal,-0.04,0.0937,Móveis e utensílios
12-2001,Utensílios de metal,-0.025,0.0937,Móveis e utensílios
12-2002,Utensílios de metal,-0.045,0.0937,Móveis e utensílios
12-2003,Utensílios de metal,-0.034,0.0937,Móveis e utensílios
12-2004,Utensílios de metal,-0.004,0.0937,Móveis e utensílios
12-2005,Utensílios de metal,0.077,0.0937,Móveis e utensílios
12-2006,Utensílios de metal,0.071,0.0937,Móveis e utensílios
12-2007,Utensílios de metal,0.077,0.0937,Móveis e utensílios
12-2008,Utensílios de metal,0.078,0.0937,Móveis e utensílios
12-2009,Utensílios de metal,0.117,0.0937,Móveis e utensílios
12-2010,Utensílios de metal,0.093,0.0937,Móveis e utensílios
12-2011,Utensílios de metal,0.071,0.0937,Móveis e utensílios
12-2012,Utensílios de metal,0.046,0.0937,Móveis e utensílios
12-2013,Utensílios de metal,0.092,0.0937,Móveis e utensílios
05-2014,Utensílios de metal,0.097,0.0937,Móveis e utensílios
12-1994,Farinha de trigo,0,0.0925,Alimentação no domicílio
12-1995,Farinha de trigo,0.244,0.0925,Alimentação no domicílio
12-1996,Farinha de trigo,0.174,0.0925,Alimentação no domicílio
12-1997,Farinha de trigo,-0.027,0.0925,Alimentação no domicílio
12-1998,Farinha de trigo,-0.011,0.0925,Alimentação no domicílio
12-1999,Farinha de trigo,0.235,0.0925,Alimentação no domicílio
12-2000,Farinha de trigo,0.102,0.0925,Alimentação no domicílio
12-2001,Farinha de trigo,0.327,0.0925,Alimentação no domicílio
12-2002,Farinha de trigo,1.07,0.0925,Alimentação no domicílio
12-2003,Farinha de trigo,0.547,0.0925,Alimentação no domicílio
12-2004,Farinha de trigo,0.389,0.0925,Alimentação no domicílio
12-2005,Farinha de trigo,0.223,0.0925,Alimentação no domicílio
12-2006,Farinha de trigo,0.32,0.0925,Alimentação no domicílio
12-2007,Farinha de trigo,0.405,0.0925,Alimentação no domicílio
12-2008,Farinha de trigo,0.448,0.0925,Alimentação no domicílio
12-2009,Farinha de trigo,0.197,0.0925,Alimentação no domicílio
12-2010,Farinha de trigo,0.311,0.0925,Alimentação no domicílio
12-2011,Farinha de trigo,0.243,0.0925,Alimentação no domicílio
12-2012,Farinha de trigo,0.26,0.0925,Alimentação no domicílio
12-2013,Farinha de trigo,0.548,0.0925,Alimentação no domicílio
05-2014,Farinha de trigo,0.506,0.0925,Alimentação no domicílio
12-1994,Mamão,0,0.0917,Alimentação no domicílio
12-1995,Mamão,-0.084,0.0917,Alimentação no domicílio
12-1996,Mamão,-0.219,0.0917,Alimentação no domicílio
12-1997,Mamão,-0.159,0.0917,Alimentação no domicílio
12-1998,Mamão,-0.263,0.0917,Alimentação no domicílio
12-1999,Mamão,-0.255,0.0917,Alimentação no domicílio
12-2000,Mamão,-0.069,0.0917,Alimentação no domicílio
12-2001,Mamão,-0.198,0.0917,Alimentação no domicílio
12-2002,Mamão,-0.298,0.0917,Alimentação no domicílio
12-2003,Mamão,-0.312,0.0917,Alimentação no domicílio
12-2004,Mamão,0.022,0.0917,Alimentação no domicílio
12-2005,Mamão,-0.136,0.0917,Alimentação no domicílio
12-2006,Mamão,-0.111,0.0917,Alimentação no domicílio
12-2007,Mamão,-0.162,0.0917,Alimentação no domicílio
12-2008,Mamão,-0.022,0.0917,Alimentação no domicílio
12-2009,Mamão,0.174,0.0917,Alimentação no domicílio
12-2010,Mamão,-0.116,0.0917,Alimentação no domicílio
12-2011,Mamão,0.006,0.0917,Alimentação no domicílio
12-2012,Mamão,0.102,0.0917,Alimentação no domicílio
12-2013,Mamão,0.062,0.0917,Alimentação no domicílio
05-2014,Mamão,0.043,0.0917,Alimentação no domicílio
12-1994,Uva,0,0.0881,Alimentação no domicílio
12-1995,Uva,0.017,0.0881,Alimentação no domicílio
12-1996,Uva,-0.09,0.0881,Alimentação no domicílio
12-1997,Uva,-0.295,0.0881,Alimentação no domicílio
12-1998,Uva,-0.347,0.0881,Alimentação no domicílio
12-1999,Uva,-0.361,0.0881,Alimentação no domicílio
12-2000,Uva,-0.362,0.0881,Alimentação no domicílio
12-2001,Uva,-0.519,0.0881,Alimentação no domicílio
12-2002,Uva,-0.455,0.0881,Alimentação no domicílio
12-2003,Uva,-0.462,0.0881,Alimentação no domicílio
12-2004,Uva,-0.491,0.0881,Alimentação no domicílio
12-2005,Uva,-0.426,0.0881,Alimentação no domicílio
12-2006,Uva,-0.447,0.0881,Alimentação no domicílio
12-2007,Uva,-0.393,0.0881,Alimentação no domicílio
12-2008,Uva,-0.402,0.0881,Alimentação no domicílio
12-2009,Uva,-0.317,0.0881,Alimentação no domicílio
12-2010,Uva,-0.355,0.0881,Alimentação no domicílio
12-2011,Uva,-0.342,0.0881,Alimentação no domicílio
12-2012,Uva,-0.342,0.0881,Alimentação no domicílio
12-2013,Uva,-0.245,0.0881,Alimentação no domicílio
05-2014,Uva,-0.225,0.0881,Alimentação no domicílio
12-1994,Feijão - preto,0,0.0855,Alimentação no domicílio
12-1995,Feijão - preto,-0.359,0.0855,Alimentação no domicílio
12-1996,Feijão - preto,-0.4,0.0855,Alimentação no domicílio
12-1997,Feijão - preto,-0.131,0.0855,Alimentação no domicílio
12-1998,Feijão - preto,-0.051,0.0855,Alimentação no domicílio
12-1999,Feijão - preto,-0.401,0.0855,Alimentação no domicílio
12-2000,Feijão - preto,-0.531,0.0855,Alimentação no domicílio
12-2001,Feijão - preto,0.142,0.0855,Alimentação no domicílio
12-2002,Feijão - preto,-0.066,0.0855,Alimentação no domicílio
12-2003,Feijão - preto,-0.259,0.0855,Alimentação no domicílio
12-2004,Feijão - preto,-0.253,0.0855,Alimentação no domicílio
12-2005,Feijão - preto,-0.209,0.0855,Alimentação no domicílio
12-2006,Feijão - preto,-0.495,0.0855,Alimentação no domicílio
12-2007,Feijão - preto,-0.328,0.0855,Alimentação no domicílio
12-2008,Feijão - preto,0.05,0.0855,Alimentação no domicílio
12-2009,Feijão - preto,-0.439,0.0855,Alimentação no domicílio
12-2010,Feijão - preto,-0.311,0.0855,Alimentação no domicílio
12-2011,Feijão - preto,-0.425,0.0855,Alimentação no domicílio
12-2012,Feijão - preto,-0.216,0.0855,Alimentação no domicílio
12-2013,Feijão - preto,-0.101,0.0855,Alimentação no domicílio
05-2014,Feijão - preto,-0.092,0.0855,Alimentação no domicílio
12-1994,Cortina,0,0.0854,Móveis e utensílios
12-1995,Cortina,0.015,0.0854,Móveis e utensílios
12-1996,Cortina,-0.035,0.0854,Móveis e utensílios
12-1997,Cortina,-0.023,0.0854,Móveis e utensílios
12-1998,Cortina,-0.139,0.0854,Móveis e utensílios
12-1999,Cortina,-0.299,0.0854,Móveis e utensílios
12-2000,Cortina,-0.345,0.0854,Móveis e utensílios
12-2001,Cortina,-0.309,0.0854,Móveis e utensílios
12-2002,Cortina,-0.38,0.0854,Móveis e utensílios
12-2003,Cortina,-0.394,0.0854,Móveis e utensílios
12-2004,Cortina,-0.378,0.0854,Móveis e utensílios
12-2005,Cortina,-0.338,0.0854,Móveis e utensílios
12-2006,Cortina,-0.329,0.0854,Móveis e utensílios
12-2007,Cortina,-0.338,0.0854,Móveis e utensílios
12-2008,Cortina,-0.307,0.0854,Móveis e utensílios
12-2009,Cortina,-0.165,0.0854,Móveis e utensílios
12-2010,Cortina,-0.196,0.0854,Móveis e utensílios
12-2011,Cortina,-0.225,0.0854,Móveis e utensílios
12-2012,Cortina,-0.227,0.0854,Móveis e utensílios
12-2013,Cortina,-0.241,0.0854,Móveis e utensílios
05-2014,Cortina,-0.249,0.0854,Móveis e utensílios
12-1994,Agasalho masculino,0,0.0848,Roupas
12-1995,Agasalho masculino,-0.15,0.0848,Roupas
12-1996,Agasalho masculino,-0.278,0.0848,Roupas
12-1997,Agasalho masculino,-0.333,0.0848,Roupas
12-1998,Agasalho masculino,-0.355,0.0848,Roupas
12-1999,Agasalho masculino,-0.422,0.0848,Roupas
12-2000,Agasalho masculino,-0.425,0.0848,Roupas
12-2001,Agasalho masculino,-0.435,0.0848,Roupas
12-2002,Agasalho masculino,-0.482,0.0848,Roupas
12-2003,Agasalho masculino,-0.47,0.0848,Roupas
12-2004,Agasalho masculino,-0.409,0.0848,Roupas
12-2005,Agasalho masculino,-0.364,0.0848,Roupas
12-2006,Agasalho masculino,-0.316,0.0848,Roupas
12-2007,Agasalho masculino,-0.321,0.0848,Roupas
12-2008,Agasalho masculino,-0.326,0.0848,Roupas
12-2009,Agasalho masculino,-0.314,0.0848,Roupas
12-2010,Agasalho masculino,-0.304,0.0848,Roupas
12-2011,Agasalho masculino,-0.319,0.0848,Roupas
12-2012,Agasalho masculino,-0.343,0.0848,Roupas
12-2013,Agasalho masculino,-0.378,0.0848,Roupas
05-2014,Agasalho masculino,-0.382,0.0848,Roupas
12-1994,Alho,0,0.0829,Alimentação no domicílio
12-1995,Alho,0.074,0.0829,Alimentação no domicílio
12-1996,Alho,0.016,0.0829,Alimentação no domicílio
12-1997,Alho,0.139,0.0829,Alimentação no domicílio
12-1998,Alho,0.338,0.0829,Alimentação no domicílio
12-1999,Alho,0.133,0.0829,Alimentação no domicílio
12-2000,Alho,0.093,0.0829,Alimentação no domicílio
12-2001,Alho,0.275,0.0829,Alimentação no domicílio
12-2002,Alho,0.177,0.0829,Alimentação no domicílio
12-2003,Alho,-0.115,0.0829,Alimentação no domicílio
12-2004,Alho,0.043,0.0829,Alimentação no domicílio
12-2005,Alho,-0.068,0.0829,Alimentação no domicílio
12-2006,Alho,-0.014,0.0829,Alimentação no domicílio
12-2007,Alho,-0.07,0.0829,Alimentação no domicílio
12-2008,Alho,-0.168,0.0829,Alimentação no domicílio
12-2009,Alho,0.121,0.0829,Alimentação no domicílio
12-2010,Alho,0.486,0.0829,Alimentação no domicílio
12-2011,Alho,-0.086,0.0829,Alimentação no domicílio
12-2012,Alho,0.3,0.0829,Alimentação no domicílio
12-2013,Alho,0.056,0.0829,Alimentação no domicílio
05-2014,Alho,0.111,0.0829,Alimentação no domicílio
12-1994,Aparelho de som,0,0.079,Aparelhos elétricos e não-elétricos
12-1995,Aparelho de som,-0.145,0.079,Aparelhos elétricos e não-elétricos
12-1996,Aparelho de som,-0.194,0.079,Aparelhos elétricos e não-elétricos
12-1997,Aparelho de som,-0.208,0.079,Aparelhos elétricos e não-elétricos
12-1998,Aparelho de som,-0.216,0.079,Aparelhos elétricos e não-elétricos
12-1999,Aparelho de som,-0.201,0.079,Aparelhos elétricos e não-elétricos
12-2000,Aparelho de som,-0.247,0.079,Aparelhos elétricos e não-elétricos
12-2001,Aparelho de som,-0.281,0.079,Aparelhos elétricos e não-elétricos
12-2002,Aparelho de som,-0.32,0.079,Aparelhos elétricos e não-elétricos
12-2003,Aparelho de som,-0.357,0.079,Aparelhos elétricos e não-elétricos
12-2004,Aparelho de som,-0.401,0.079,Aparelhos elétricos e não-elétricos
12-2005,Aparelho de som,-0.443,0.079,Aparelhos elétricos e não-elétricos
12-2006,Aparelho de som,-0.466,0.079,Aparelhos elétricos e não-elétricos
12-2007,Aparelho de som,-0.489,0.079,Aparelhos elétricos e não-elétricos
12-2008,Aparelho de som,-0.542,0.079,Aparelhos elétricos e não-elétricos
12-2009,Aparelho de som,-0.546,0.079,Aparelhos elétricos e não-elétricos
12-2010,Aparelho de som,-0.586,0.079,Aparelhos elétricos e não-elétricos
12-2011,Aparelho de som,-0.641,0.079,Aparelhos elétricos e não-elétricos
12-2012,Aparelho de som,-0.659,0.079,Aparelhos elétricos e não-elétricos
12-2013,Aparelho de som,-0.687,0.079,Aparelhos elétricos e não-elétricos
05-2014,Aparelho de som,-0.689,0.079,Aparelhos elétricos e não-elétricos
12-1994,Tapete,0,0.0783,Móveis e utensílios
12-1995,Tapete,-0.093,0.0783,Móveis e utensílios
12-1996,Tapete,-0.087,0.0783,Móveis e utensílios
12-1997,Tapete,-0.142,0.0783,Móveis e utensílios
12-1998,Tapete,-0.196,0.0783,Móveis e utensílios
12-1999,Tapete,-0.186,0.0783,Móveis e utensílios
12-2000,Tapete,-0.12,0.0783,Móveis e utensílios
12-2001,Tapete,-0.112,0.0783,Móveis e utensílios
12-2002,Tapete,-0.138,0.0783,Móveis e utensílios
12-2003,Tapete,-0.103,0.0783,Móveis e utensílios
12-2004,Tapete,-0.059,0.0783,Móveis e utensílios
12-2005,Tapete,-0.03,0.0783,Móveis e utensílios
12-2006,Tapete,-0.004,0.0783,Móveis e utensílios
12-2007,Tapete,-0.002,0.0783,Móveis e utensílios
12-2008,Tapete,0.083,0.0783,Móveis e utensílios
12-2009,Tapete,0.183,0.0783,Móveis e utensílios
12-2010,Tapete,0.245,0.0783,Móveis e utensílios
12-2011,Tapete,0.164,0.0783,Móveis e utensílios
12-2012,Tapete,0.139,0.0783,Móveis e utensílios
12-2013,Tapete,0.163,0.0783,Móveis e utensílios
05-2014,Tapete,0.157,0.0783,Móveis e utensílios
12-1994,Roupa de banho,0,0.0775,Móveis e utensílios
12-1995,Roupa de banho,-0.062,0.0775,Móveis e utensílios
12-1996,Roupa de banho,-0.202,0.0775,Móveis e utensílios
12-1997,Roupa de banho,-0.268,0.0775,Móveis e utensílios
12-1998,Roupa de banho,-0.306,0.0775,Móveis e utensílios
12-1999,Roupa de banho,-0.309,0.0775,Móveis e utensílios
12-2000,Roupa de banho,-0.326,0.0775,Móveis e utensílios
12-2001,Roupa de banho,-0.366,0.0775,Móveis e utensílios
12-2002,Roupa de banho,-0.373,0.0775,Móveis e utensílios
12-2003,Roupa de banho,-0.336,0.0775,Móveis e utensílios
12-2004,Roupa de banho,-0.338,0.0775,Móveis e utensílios
12-2005,Roupa de banho,-0.368,0.0775,Móveis e utensílios
12-2006,Roupa de banho,-0.39,0.0775,Móveis e utensílios
12-2007,Roupa de banho,-0.433,0.0775,Móveis e utensílios
12-2008,Roupa de banho,-0.462,0.0775,Móveis e utensílios
12-2009,Roupa de banho,-0.468,0.0775,Móveis e utensílios
12-2010,Roupa de banho,-0.481,0.0775,Móveis e utensílios
12-2011,Roupa de banho,-0.418,0.0775,Móveis e utensílios
12-2012,Roupa de banho,-0.447,0.0775,Móveis e utensílios
12-2013,Roupa de banho,-0.458,0.0775,Móveis e utensílios
05-2014,Roupa de banho,-0.465,0.0775,Móveis e utensílios
12-1994,Agasalho feminino,0,0.0771,Roupas
12-1995,Agasalho feminino,-0.221,0.0771,Roupas
12-1996,Agasalho feminino,-0.352,0.0771,Roupas
12-1997,Agasalho feminino,-0.444,0.0771,Roupas
12-1998,Agasalho feminino,-0.458,0.0771,Roupas
12-1999,Agasalho feminino,-0.507,0.0771,Roupas
12-2000,Agasalho feminino,-0.53,0.0771,Roupas
12-2001,Agasalho feminino,-0.561,0.0771,Roupas
12-2002,Agasalho feminino,-0.573,0.0771,Roupas
12-2003,Agasalho feminino,-0.577,0.0771,Roupas
12-2004,Agasalho feminino,-0.55,0.0771,Roupas
12-2005,Agasalho feminino,-0.53,0.0771,Roupas
12-2006,Agasalho feminino,-0.465,0.0771,Roupas
12-2007,Agasalho feminino,-0.452,0.0771,Roupas
12-2008,Agasalho feminino,-0.441,0.0771,Roupas
12-2009,Agasalho feminino,-0.447,0.0771,Roupas
12-2010,Agasalho feminino,-0.404,0.0771,Roupas
12-2011,Agasalho feminino,-0.41,0.0771,Roupas
12-2012,Agasalho feminino,-0.406,0.0771,Roupas
12-2013,Agasalho feminino,-0.442,0.0771,Roupas
05-2014,Agasalho feminino,-0.445,0.0771,Roupas
12-1994,Vestido infantil,0,0.0769,Roupas
12-1995,Vestido infantil,-0.222,0.0769,Roupas
12-1996,Vestido infantil,-0.335,0.0769,Roupas
